"SANGER_MODEL_ID","BROAD_ID","COSMIC_ID","CCLE_ID","RRID","MODEL_NAME","SYNONYMS","TCGA_CODE","TISSUE","CANCER_TYPE","CANCER_TYPE_DETAIL"
"SIDM01715","ACH-002347",NA,"CP66EBV_MATCHED_NORMAL_TISSUE",NA,"CP66-EBV",NA,NA,"Unknown","Non-Cancerous",NA
"SIDM00524","ACH-000703","753551","DMS79_LUNG","CVCL_1178","DMS-79",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00789","ACH-000997","905937","HCT15_LARGE_INTESTINE","CVCL_0292","HCT-15",NA,"COREAD","Large Intestine","Colorectal Carcinoma","Colon Adenocarcinoma"
"SIDM00602","ACH-000919","1240155","IM95_STOMACH","CVCL_2961","IM-95",NA,"STAD","Stomach","Gastric Carcinoma","Gastric Adenocarcinoma"
"SIDM00582","ACH-000281","1298218","KP2_PANCREAS","CVCL_3004","KP-2",NA,"PAAD","Pancreas","Pancreatic Carcinoma","Pancreatic Carcinoma"
"SIDM00660","ACH-000985","907794","LS411N_LARGE_INTESTINE","CVCL_1385","LS-411N",NA,"COREAD","Large Intestine","Colorectal Carcinoma","Cecum Adenocarcinoma"
"SIDM00654","ACH-000866","687995","NCIH1048_LUNG","CVCL_1453","NCI-H1048",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00754","ACH-000379","1298350","NCIH1781_LUNG","CVCL_1494","NCI-H1781",NA,"LUAD","Lung","Non-Small Cell Lung Carcinoma","Bronchiolo-Alveolar Lung Carcinoma"
"SIDM00760","ACH-000729","688010","NCIH1963_LUNG","CVCL_1510","NCI-H1963",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
"SIDM00703","ACH-000929","1298351","NCIH2110_LUNG","CVCL_1530","NCI-H2110",NA,"UNCLASSIFIED","Lung","Non-Small Cell Lung Carcinoma","Non-Small Cell Lung Carcinoma"
"SIDM00721","ACH-002171","924241","NCIH250_LUNG","CVCL_1554","NCI-H250",NA,"SCLC","Lung","Small Cell Lung Carcinoma","Small Cell Lung Carcinoma"
